opus_no,subpanel,coordinator_title,institution,name_short
2,NZ5,dr,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,Wpływ kwasu beta-hydroksy-beta masłowego i gamma-oryzanolu na profil transkryptomiczny genów oraz ekspresję miRNA w hodo...
3,HS2,dr,"Uniwersytet Jagielloński, Biblioteka Jagiellońska",Inwentarz rękopisów Biblioteki Jagiellońskiej nr 11863-12360. Archiwum Domowe Pawlikowskich. Cz.3
8,HS5,dr,"Wyższa Szkoła Biznesu w Dąbrowie Górniczej, Wydział Zarządzania, Informatyki i Nauk Społecznych, Wydział Zarządzania, Informatyki i Nauk Społecznych","Dlaczego ""obcy""? Dlaczego ""swój""? Programy i praktyki integrowania Romów we współczesnej Polsce"
3,ST10,dr,Instytut Nauk Geologicznych PAN,Struktura interkalowanego glikolu etylenowego w minerałach ilastych - modelowanie komputerowe
9,ST4,dr,"Uniwersytet Wrocławski, Wydział Chemii",Stan podstawowy a stan wzbudzony - opis oddziaływań w układach zawierających dwu- i trójpierścieniowe związki aromatyczn...
12,HS3,dr,"Uniwersytet Warszawski, Wydział Historyczny",Dolna Galilea w okresie żelaza. Kontynuacja i zmiany w osadnictwie i kulturze południowej Fenicji/północnej Palestyny na...
3,HS6,dr,"Uniwersytet Warszawski, Wydział Psychologii",Przekonania społeczne na temat macierzyństwa i ich wpływ na postrzeganie pracujących matek
3,ST4,dr,"Uniwersytet Śląski w Katowicach, Wydział Matematyki, Fizyki i Chemii",Badanie własności struktur supramolekularnych - rola wiązań molekularnych
12,NZ4,dr,Instytut Medycyny Doświadczalnej i Klinicznej im. Mirosława Mossakowskiego Polskiej Akademii Nauk,Rola zależnej od cGMP ścieżki sygnałowania komórkowego w regulacji ekspresji i aktywności deacetylazy SIRT1: nowy mechan...
3,ST5,dr,Centrum Badań Molekularnych i Makromolekularnych PAN,Nowe podejście do syntezy fosfonowych analogów lignanów. Totalna synteza kwasu fosfonoturiferowego.
4,HS5,dr,Instytut Nauk Prawnych PAN,Dopuszczalność sprawy przed Międzynarodowym Trybunałem Karnym.
4,ST8,dr,Instytut Odlewnictwa,Badanie mechanizmów odporności erozyjnej i korozyjnej powłok kompozytowych na bazie węglików z dodatkami cząstek metalic...
5,HS3,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Historyczny",Początki epoki żelaza w południowo-zachodniej części Półwyspu Iberyjskiego: chronologia i kultura materialna
4,HS4,dr,"Uniwersytet Ekonomiczny w Poznaniu, Wydział Gospodarki Międzynarodowej",Jakość pracy w procesie budowania potencjału konkurencyjnego w gospodarce turystycznej
4,ST10,dr,"Politechnika Wrocławska, Wydział Geoinżynierii, Górnictwa i Geologii",Opracowanie metody numerycznego modelowania deformacji terenu górniczego w złożonych geologiczno-górniczych warunkach ek...
5,ST2,dr,"Uniwersytet Wrocławski, Wydział Fizyki i Astronomii",Materia kwarkowa w gwiazdach kompaktowych
12,HS5,dr,Collegium Civitas,Wewnętrzne hamulce na drodze rozwoju pro-europejskiej transformacji Moldawii'
4,HS4,dr,"Uniwersytet Ekonomiczny w Krakowie, Wydział Ekonomii i Stosunków Międzynarodowych",Związki między przyczynami wahań realnych kursów walutowych a skutecznością mechanizmu dostosowań kursowych do wstrząsów...
8,NZ3,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Biologii",Kierowanie białka do degradacji - nowa funkcja fosfatazy białkowej ABI1 w regulacji biosyntezy etylenu
11,NZ1,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Biologii",Wpływ mutacji białka FUS skorelowanych z chorobą ALS na aktywność U7 snRNP i ekspresję zachowawczych histonów rdzeniowyc...
10,NZ3,dr,Międzynarodowy Instytut Biologii Molekularnej i Komórkowej,Charakterystyka mitochondrialnej ścieżki importu białek TIM23 w komórkach ssaków.
2,HS2,dr,Instytut Badań Literackich PAN,Nowy paradygmat? Obraz stosunków polsko-żydowskich w wybranych tekstach kultury po 2000 roku
9,ST3,dr,"Uniwersytet Śląski w Katowicach, Wydział Matematyki, Fizyki i Chemii",Kiedy ciecze można określić jako proste? Badania metodą PVT i szerokopasmowej spektroskopii dielektrycznej wybranych mat...
4,HS5,dr,"Uniwersytet Wrocławski, Wydział Prawa, Administracji i Ekonomii",Wyzwania dla europejskiego prawa konkurencji w sektorze transportu lotniczego
2,HS2,dr,"Uniwersytet Wrocławski, Wydział Filologiczny","Germanistyka wrocławska w latach 1810-1918. Instytucja, pracownicy, studenci."
4,HS5,dr,"Uniwersytet Wrocławski, Wydział Prawa, Administracji i Ekonomii",Wzajemne uznawanie i wykonywanie orzeczeń sądowych w Unii Europejskiej
11,NZ9,dr,"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Nauk o Środowisku",Tlenowy osad granulowany efektywną technologią oczyszczania ścieków oraz źródłem bioproduktów
4,NZ7,dr,"Uniwersytet Medyczny w Łodzi, Wydział Lekarski z Oddziałem Stomatologicznym","Geny kodujące dejodynazy jodotyroniny, ekspresja na poziomie mRNA i białka w złożonym mechanizmie ryzyka zaburzeń depres..."
4,ST8,dr,"Politechnika Warszawska, Wydział Inżynierii Chemicznej i Procesowej",Wpływ struktury agregatów fraktalopodobnych na proces aerozolizacji w skomplikowanych układach przepływowych.
5,ST5,dr,"Politechnika Warszawska, Wydział Chemiczny",Hybrydowe nadprzewodniki organiczno-nieorganiczne na bazie warstwowych chalkogenków
3,NZ4,dr,Instytut Rozrodu Zwierząt i Badań Żywności PAN,Rola hormonów steroidowych oraz czynników luteotropowych i luteolitycznych w regulacji ekspresji i funkcji błonowych rec...
4,NZ3,dr,"Uniwersytet Jagielloński, Wydział Biochemii, Biofizyki i Biotechnologii",Molekularny mechanizm angiogenezy indukowanej GDF-15 i SDF-1 - nietypowa rola czynnika transkrypcyjnego Nrf2
3,HS6,dr,"Uniwersytet Jagielloński, Wydział Filozoficzny",Społeczne zamykanie (się) przestrzeni. Wpływ wykluczenia społecznego na postrzeganie i poznawczą schematyzację przestrze...
9,ST9,dr,Centrum Astronomiczne im. Mikołaja Kopernika PAN,Klasyczne gwiazdy pulsujące w systemach gwiazdowych. Wpływ dominującego modu na formę i stabilność pulsacji.
4,HS1,dr,"Uniwersytet Opolski, Wydział Historyczno-Pedagogiczny",Teoria i praktyka. Studium relacji między teorią i praktyką w amerykańskim pragmatyzmie
4,HS2,dr,"Uniwersytet w Białymstoku, Wydział Filologiczny",Literatura polsko-tatarska po 1918 roku
4,HS4,dr,"Uniwersytet Przyrodniczy we Wrocławiu, Wydział Inżynierii Kształtowania Środowiska i Geodezji, Katedra Gospodarki Przestrzennej",Przestrzenne aspekty struktur i relacji władzy w lokalnych grupach działania LEADER w Polsce w kontekście koncepcji terr...
3,ST8,dr,Instytut Maszyn Przepływowych im. Roberta Szewalskiego PAN,NOWA METODA STABILIZACJI PROCESU WRZENIA W PRZEPŁYWIE W MIKROKANALE
3,ST3,dr,Instytut Wysokich Ciśnień PAN,"Wyznaczenie nieliniowych stałych sprężystości, piezoelektrycznych, elektrostrykcyjnych i dielektrycznych objętościowego ..."
4,HS2,dr,"Uniwersytet Szczeciński, Wydział Filologiczny",Centrum na peryferiach. Ośrodek rzeźbiarski w Bardzie w kontekście śląskiej i czeskiej rzeźby późnobarokowej i rokokowej...
4,HS5,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji",Audiowizualne usługi medialne na żądanie w prawie Unii Europejskiej.
5,HS5,dr,"Uniwersytet Przyrodniczy w Poznaniu, Wydział Ekonomiczno-Społeczny",Prawne instrumenty zarządzania ryzykiem w produkcji rolnej
4,ST4,dr,Instytut Katalizy i Fizykochemii Powierzchni im. Jerzego Habera PAN,Dynamika oscylacji w układzie pallad/wodór
3,NZ3,dr,Instytut Biochemii i Biofizyki PAN,Udział kinaz białkowych zależnych od jonów wapnia (CDPK) w szlakach sygnałowych stresów abiotycznych i biotycznych u zie...
4,NZ2,dr,Instytut Oceanologii Polskiej Akademii Nauk,Mitogenomika podwójnie uniparentalnego dziedziczenia mitochondriów małży
2,NZ5,dr,"Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu, Wydział Lekarski I, Katedra i Zakład Genetyki Medycznej",Badanie hipotezy płodowego incydentu naczyniowego (prenatalnej zakrzepicy) jako przyczyny występowania jednostronnych wa...
3,ST7,dr,"Uniwersytet Warszawski, Wydział Fizyki",Wytworzenie i spektroskopia pojedynczych kropek kwantowych InAs/GaAs z jonami magnetycznymi w strukturach fotonicznych
3,NZ9,dr,Instytut Oceanologii PAN,Wpływ estradiolu na uwalnianie wazotocyny argininowej i izotocyny u samic babki byczej (Neogobius melanostomus)
2,NZ7,dr,Akademia Wychowania Fizycznego we Wrocławiu,Wpływ mentalnego i komputerowo-wspomaganego treningu ruchów sięgania i chwytania na procesy sterowania ruchem u osób z w...
3,ST5,dr,"Uniwersytet Warszawski, Centrum Nowych Technologii","Nowe analogi N-heterocyklicznych karbenów w rutenowych katalizatorach metatezy - projektowanie, modelowanie, synteza, an..."
6,HS4,dr,"Szkoła Główna Handlowa w Warszawie, Kolegium Nauk o Przedsiębiorstwie",Badanie ekoinnowacji w polskich przedsiębiorstwach
3,ST7,dr,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Elektrotechniki, Automatyki, Informatyki i Inżynierii Biomedycznej","Badanie własności metrologicznych nowej, nieinwazyjnej metody pomiaru impedancji harmonicznej systemu elektroenergetyczn..."
3,NZ4,dr,"Instytut Farmakologii, Polska Akademia Nauk",Rola astrocytów i metabolizmu komórkowego w procesie funkcjonalnej kompensacji uszkodzenia układu dopaminergicznego mózg...
5,HS1,dr,Wyższa Szkoła Oficerska Wojsk Lądowych im. Generała Tadeusza Kościuszki we Wrocławiu,Biologia czy kultura? Sztuka jako kategoria naturalna w estetyce ewolucyjnej
5,NZ2,dr,Instytut Biochemii i Biofizyki Polskiej Akademii Nauk,Panel fragmentów keratyn oceniany przez ilościową spektrometrię mas w płynie jamy opłucnowej - nowoczesne podejście wspo...
5,HS6,dr,"Katolicki Uniwersytet Lubelski Jana Pawła II, Wydział Nauk Społecznych",Perspektywa temporalna a odczuwanie bólu pooperacyjnego i strategie radzenia sobie z nim
5,HS6,dr,"Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej, Wydział Stosowanych Nauk Społecznych",Fizjologiczne korelaty przetwarzania słów emocjonalnych związanych z automatycznym bądź refleksyjnym systemem wartościow...
4,ST3,dr,Instytut Fizyki PAN,Dynamika splątania zlokalizowanych spinów w półprzewodnikach z zastosowaniem do spektroskopii szumu środowiskowego
10,ST3,dr,Instytut Fizyki Polskiej Akademii Nauk,Teoretyczne podstawy spektroskopii środowiskowego szumu z wykorzystaniem kubitów - rozróżnianie między kwantowym a klasy...
6,HS2,dr,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Filologiczny",Rola dyskursu pacjentów z niewyjaśnionymi objawami medycznymi (MUS - Medically Unexplained Symptoms) w komunikacji lekar...
4,NZ2,dr,"Uniwersytet Wrocławski, Wydział Biotechnologii",Rola mitochondrialnej proteazy AtFtsH4 w biogenezie mitochondriów w kiełkujących nasionach Arabidopsis thaliana
8,HS6,dr,"Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie, Wydział Humanistyczny",Organizacje i gospodarstwa agroturystyczne w Polsce. Ruch społeczny in statu nascendi?
3,ST5,dr,"Uniwersytet Marii Curie-Skłodowskiej, Wydział Chemii","Projektowanie oraz synteza katalizatorów o właściwościach specjalnych, w tym chiralnych, rozpuszczalnych w wodzie i immo..."
5,HS5,dr,"Uniwersytet Wrocławski, Wydział Nauk Społecznych",Intergovernmentalizm a ponadnarodowośc? Zagadka polityki zagranicznej Unii Europejskiej po Traktacie z Lizbony.
2,ST8,dr,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Inżynierii Metali i Informatyki Przemysłowej",Cienkie warstwy tlenku bizmutu domieszkowanego erbem i niobem wytwarzane techniką PLD
8,HS1,dr,"UNIWERSYTET JAGIELLOŃSKI, Wydział Studiów Miedzynarodowych i Politycznych",Kapłan w ruskich naukach dla duchowieństwa w metropolii kijowskiej (Rzeczpospolita XVI -XVII w.)
4,HS4,dr,"Politechnika Śląska, Wydział Organizacji i Zarządzania",Modele zarządzania wiedzą w sieciach i klastrach przemysłów kreatywnych w Polsce oraz w krajach UE
7,HS4,dr,"Uniwersytet Warszawski, Wydział Nauk Ekonomicznych",Oddziaływanie niepełnej decentralizacji na jakość lokalnych wydatków publicznych w Polsce.
4,HS5,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji","Problematyka intertemporalna w prawie. Zagadnienia podstawowe. Rozstrzygnięcia intertemporalne. Geneza, funkcje, aksjolo..."
3,HS3,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Instytut Kultury Europejskiej","Otwarte społeczności - zamknięte przestrzenie. Dynamika osadnictwa obronnego, gospodarki i powiązań ponadregionalnych sp..."
7,HS5,dr,"Uniwersytet Marii Curie-Skłodowskiej, Wydział Politologii",Państwo członkowskie w systemie decyzyjnym Unii Europejskiej. Przykład Polski
5,HS3,dr,"Uniwersytet Warszawski, Wydział Historyczny",Andrzej Frycz Modrzewski. Późny humanizm a reformacja w Rzeczypospolitej XVI w.
9,HS6,dr,"Uniwersytet Łódzki, Wydział Ekonomiczno-Socjologiczny",Wirtualne sceny muzyczne: pomiędzy rynkiem a kulturą daru
9,HS1,dr,"Uniwersytet Jagielloński, Wydział Filozoficzny","Ofiary statystyczne, niepewność normatywna, ślepy traf: etyka a podejmowanie decyzji w sytuacjach ryzyka lub niepewności..."
8,NZ9,dr,Instytut Zootechniki - Państwowy Instytut Badawczy,Analiza transkryptomu mezenchymalnych komórek macierzystych świni poddanych modulacji epigenetycznej
10,HS3,dr,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Humanistyczny",Kolonizacja peryferyjnych obszarów wyżyn lessowych przez społeczności wczesnorolnicze (2 poł. VI - koniec V tys. BC) na ...
9,ST10,dr,Instytut Nauk Geologicznych PAN,Badanie zawartości i rozkładu pierwiastków ziem rzadkich (REE) w wodach mineralnych i termalnych Polski.
9,HS4,dr,"Społeczna Akademia Nauk, Wydział Zarządzania","Model, typologia i metody pomiaru systemów kontroli w publicznych szpitalach"
3,HS2,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Anglistyki",Abrewiatury łacińskie w literackich rękopisach średnioangielskich: ewolucja form i funkcji
3,HS4,dr,"Uniwersytet Ekonomiczny w Poznaniu, Wydział Gospodarki Międzynarodowej",Determinanty zdolności do absorpcji innowacji w gospodarce turystycznej w zakresie odnawialnych źródeł energii
3,HS4,dr,"Wyższa Szkoła Biznesu - National Louis University w Nowym Sączu, Wydział Nauk Społecznych i Informatyki",Analiza efektywności operacyjnej przedsiębiorstw osiąganej w procesie prywatyzacji
3,HS4,dr,"Uniwersytet Śląski w Katowicach, Wydział Pedagogiki i Psychologii",Kompetencja relacyjna jako determinanta skuteczności i wydajności kooperacji międzyorganizacyjnej
3,HS4,dr,"Uniwersytet Przyrodniczy w Poznaniu, Wydział Ekonomiczno-Społeczny",Czynniki kształtujące sytuację finansową gospodarstw rolnych w krajach Unii Europejskiej
9,ST1,dr,"Uniwersytet Jagielloński, Wydział Matematyki i Informatyki",Zastosowania teorii zbiorów subanalitycznych i definiowalnych do nierówności wielomianowych i aproksymacji wielomianowej...
3,NZ4,dr,"Uniwersytet Jagielloński, Wydział Biochemii, Biofizyki i Biotechnologii","Określenie roli subpopulacji limfocytów T (Treg: CD4+CD25+, CD4+CD25- i Teff:Th2) w depresji poprzez badania proteomiczn..."
3,NZ6,dr,Instytut Parazytologii im. Witolda Stefańskiego PAN,Zastosowanie rekombinowanych przeciwciał monoklonalnych w charakteryzowaniu kluczowych białek pasożytów.
3,NZ9,dr,Instytut Biochemii i Biofizyki PAN,Wielkość nasion rzodkiewnika pospolitego (Arabidopsis thaliana) jest regulowana poziomem ekspresji aneksyny 5 - analiza ...
3,NZ9,dr,"Uniwersytet Przyrodniczy w Poznaniu, Wydział Hodowli i Biologii Zwierząt",Wpływ warunków środowiskowych na stan i kondycję populacji kani rudej Milvus milvus
9,NZ5,dr,Instytut Medycyny Doświadczalnej i Klinicznej im. Mirosława Mossakowskiego PAN,"Zespół dziecka wiotkiego - poszukiwanie nowych czynników genetycznych związanych z etiopatogenezą choroby, ze szczególny..."
10,ST1,dr,"Uniwersytet Wrocławski, Wydział Matematyki i Informatyki, Wydział Matematyki i Informatyki",Dyskretna analiza harmoniczna
12,ST2,dr,"Uniwersytet Mikołaja Kopernika, Wydział Fizyki, Astronomii i Informatyki Stosowanej",Badanie kształtów linii z wykorzystaniem grzebienia częstotliwości optycznych w zakresie średniej podczerwieni
10,ST8,dr,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Inżynierii Metali i Informatyki Przemysłowej",Opracowanie metodologii wyznaczania nieciągłości opisu reologicznego w warunkach przyśpieszonego zdrowienia mikrostruktu...
9,NZ2,dr,Instytut Podstawowych Problemów Techniki PAN,"Dynamika fosforylacji białek STAT1, STAT3 i STAT5 w liniach komórkowych nowotworu piersi - systematyczna analiza teorety..."
9,NZ7,dr,"Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu, Wydział Lekarski II","Badania nad mechanizmami formowania się ciałek stresowych wiążących RNA, ich struktury oraz roli w rozwoju oporności wie..."
9,ST5,dr,"Uniwersytet Wrocławski, Wydział Chemii",Dostrajanie chmury pi w układach hybrydowych zawierających szkielet trifiryny(n.1.1)
12,NZ8,dr,"Uniwersytet Łódzki, Wydział Biologii i Ochrony Środowiska",Uwarunkowania immunologiczne i immunogenetyczne socjalności ptaków
10,NZ3,dr,Instytut Biochemii i Biofizyki Polskiej Akademii Nauk,Poszukiwanie aktywowanego przez aneksynę 1 mechanizmu molekularnego ochrony chloroplastów przed stresem oksydacyjnym w A...
8,NZ8,dr,Muzeum i Instytut Zoologii PAN,Sygnały fenotypowe i jakość genetyczna w konkurencji między samcami u ptaków.
6,NZ6,dr,"Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu, Wydział Lekarski",Charakterystyka oddziaływań ligand-białko oraz komunikacji pomiędzy domenami grzybowych transporterów ABC związanych z o...
8,HS2,dr,"Uniwersytet Jagielloński, Wydział Filologiczny",Spuścizna i pamięć. Strategie przekazu i utrwalania kultury w I połowie XIX w. na przykładzie archiwum Rosy Marii i Davi...
4,HS4,dr,"Uniwersytet Szczeciński, Wydział Nauk Ekonomicznych i Zarządzania",Mechanizmy nadzoru i kontroli w dużych firmach rodzinnych
7,NZ7,dr,"Centrum Onkologii - Instytut im. Marii Skłodowskiej-Curie, Oddział w Gliwicach",Mechanizm i znaczenie aktywacji czynnika transkrypcyjnego HSF1 w transformacji nowotworowej indukowanej przez estrogen.
4,NZ2,dr,"Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu, Wydział Lekarski I",Poszukiwanie nowych genów oraz loci dla rozszczepów wargi i podniebienia w populacji polskiej - badanie asocjacyjne w sk...
4,NZ4,dr,Instytut Biologii Doświadczalnej im. M. Nenckiego PAN,Komórkowe i molekularne podstawy zaburzeń neurogenezy u dorosłych myszy bez cykliny D2
